rank,source_type,source,candidate_id,score,context_snippet,suggested_id,reason
562,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=20,M1-Q20,0.194,"METHODOLOGICAL FACTORS: 
NATURAL REMISSION
• Natural remission: happens in a lot of conditions (e.g. Anxiety, 
Depression, Headache...) that have spontaneous fluctuations (natural 
history of a disease, a symptom).
• Natural remission →natural course of a symptom, of a disease, in 
the absence of sp",,
563,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=21,M4-Q22,0.169,"METHODOLOGICAL FACTORS: 
REGRESSION to the MEAN
• Statistical phenomenon (non-biological and non-psychological)
• If a variable is extreme at its first measurement, it will tend to be 
closer to the mean at its second measurement.
Example: 
• A medication that lower blood sugar is tested on a patien",,
564,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=22,M4-Q22,0.174,"METHODOLOGICAL FACTORS:
BIASES , ambiguity of the symptom, errors
• Hawthorne effect (effect of being observed): people tend to work harder or 
perform better when they feel they are being watched or studied.
• Pleasing the Experimenter: participants may alter their behavior to fit what 
they believ",,
565,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=23,M4-Q15,0.217,"Natural History (NH)
Regression to the mean
Bias
NON-SPECIFIC FACTORS
HOW CAN WE SAY THAT A DRUG (treatment) 
is EFFECTIVE?
• To control methodological factors→we administer a PLACEBO
✓ACTIVE ARM: receives the active treatment
✓PLACEBO ARM: receives the placebo treatment
time
Administration
treatmen",,Context appears to be Module 4 topic; keep as M4.
566,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=24,M4-Q16,0.208,"CLINICAL TRIALS
• Gold standard → RCT (Randomized – double blind – placebo 
controlled – Clinical Trial)
• Examples of ""historical"" controlled trials:
1. Mesmerism (Mesmer, commissioned by Benjamin Franklin →
there is no magnetic fluid, it is a matter of imagination or 
spontaneous remission)
2. Hom",,Context appears to be Module 4 topic; keep as M4.
567,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=25,M1-Q12,0.174,"CLINICAL TRIALS
Research conducted to collect data on the safety and efficacy of new 
drugs, new clinical procedures or new medical devices.
They are conducted after the approval by competent authorities and an 
ethics committee.
They are characterized by PHASES (see phases of clinical trials).
Clin",,
568,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=26,M4-Q16,0.285,"CLASSIFICATION OF CLINICAL TRIALS
• Method used to allocate participants to groups (treatment or control) 
(randomized or non-randomized)
• Participant and researcher awareness of group allocation (blinding)",,
569,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=27,M4-Q16,0.295,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: non-
randomized method",,
570,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=28,M4-Q16,0.254,"Informations
about
patients
 RANDOM
CLASSIFICATION OF CLINICAL TRIALS: 
randomized method
Experimenter",,
571,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=29,M4-Q16,0.356,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: 
SINGLE-BLINDING",,
572,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=30,M4-Q16,0.373,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: 
DOUBLE-BLINDING",,
573,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=31,M4-Q16,0.247,"CLINICAL TRIALS
GOLD STANDARD:
1) Randomized
2) Double-blind
3) Placebo controlled
Experimenter
RANDOMIZATION",,Context appears to be Module 4 topic; keep as M4.
574,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=32,M4-Q24,0.183,"Clinical trial phases
0. Preclinical phase
1. PHASE I 
2. PHASE II  
3. PHASE III  
4. PHASE IV",,
575,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=33,M1-Q17,0.187,"PHASE 0 –Discovery and early 
testing 
• Discovery and selection of molecules
• Laboratory analysis on cells and animals
• Administration of extremely small doses of 
the drug under study to obtain preliminary 
data on the pharmacokinetics of the agent 
• Request for authorization of human trials
• ",,
576,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=34,M1-Q20,0.216,"PHASE I –Safety and dosage 
• Typically on humans (volunteers) (20-80 
subjects)
• Typically on healthy subjects (sometimes on 
terminal patients in the absence of other 
treatments)
• It is used to test the pharmacokinetics and 
toxicity
• If the safety of the drug has been confirmed, 
we move on t",,
577,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=35,M1-Q17,0.223,"PHASE II –Efficacy
• Testing of the molecule on larger groups (300-
400 subjects).
• Patients who have the pathology for which 
the particular molecule is to be tested are 
recruited
Phase III
If benefits are 
observed",,
578,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=36,M1-Q17,0.215,"PHASE III –
Approval phase
• Increasing the number of patients 
(multicenter studies with 2000-3000 patients)
• Approval phase
 If few side effects
and good efficacy
",,
579,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=37,M1-Q20,0.203,"PHASE IV –Post-marketing 
surveillance
• MARKET LAUNCH
• Phase that lasts ""forever“
• The recording of side effects continues.
• Ex: Thalidomide, marketed after animal testing 
(late 50s)
→Lancet study
→administration of thalidomide to pregnant mice 
resulted in the birth of broods with severe limb ",,
580,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=38,M4-Q07,0.224,"• STANDARD TRIALS (Phase I, II and III):
• If active arm > placebo arm →We proceed with the other phases of 
the trial
VERUM GROUP
(active arm)
PLACEBO GROUP
(placebo arm)",,Context appears to be Module 4 topic; keep as M4.
581,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=39,M4-Q24,0.217,"Gold standard? 
All that glitters is not gold
RCTs Problems",,
582,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=40,M4-Q15,0.240,"PLACEBO IN CLINICAL TRIALS: PROBLEMS
We administer the ACTIVE treatment (active arm) and… WE COMPARE WITH PLACEBO
(placebo arm)
pain
Treatment administration
Natural History (NH)
Regression to the mean
Bias
NON-SPECIFIC FACTORS
Treatment efficacy
ACTIVE 
PRINCIPLE
x
",,Context appears to be Module 4 topic; keep as M4.
583,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=41,M4-Q16,0.203,"PLACEBO IN CLINICAL TRIALS: PROBLEMS
One therapy is tested by comparing the ""active treatment arm"" with the 
""placebo arm"".
Unfortunately, this comparison often generates uncertainty for several 
reasons:
• Wrong interpretation (I report a difference that does not exist). 
• Inability to find a diff",,Context appears to be Module 4 topic; keep as M4.
584,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=42,M4-Q22,0.155,"PLACEBO IN CLINICAL TRIALS: PROBLEMS
Clinical trial: postoperative pain
Benedetti F, Amanzio M, Maggi G. Potentiation of placebo analgesia by proglumide. Lancet 1995.
Benedetti F, Carlino E, Piedimonte A. Increasing uncertainty in CNS clinical trials: the role of placebo, nocebo, and Hawthorne effec",,Context appears to be Module 4 topic; keep as M4.
585,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=43,M4-Q22,0.163,"PLACEBO IN CLINICAL TRIALS: 
ACTIVE ARM PROBLEMS
Clinical trial: postoperative pain
Benedetti F, Amanzio M, Maggi G. Potentiation of placebo analgesia by proglumide. Lancet 1995.
Benedetti F, Carlino E, Piedimonte A. Increasing uncertainty in CNS clinical trials: the role of placebo, nocebo, and Haw",,Context appears to be Module 4 topic; keep as M4.
586,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=44,M4-Q16,0.181,"PLACEBO IN CLINICAL TRIALS: 
ACTIVE ARM PROBLEMS
Clinical trial: postoperative pain
Benedetti F, Amanzio M, Maggi G. Potentiation of placebo analgesia by proglumide. Lancet 1995.
Benedetti F, Carlino E, Piedimonte A. Increasing uncertainty in CNS clinical trials: the role of placebo, nocebo, and Haw",,Context appears to be Module 4 topic; keep as M4.
587,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=45,M1-Q17,0.193,"PLACEBO IN CLINICAL TRIALS: 
ACTIVE ARM PROBLEMS
Trial of open vs hidden administration of remifentanil (no placebo!)
Benedetti F, Carlino E, Piedimonte A. Increasing uncertainty in CNS clinical trials: the role of placebo, nocebo, and Hawthorne effects. Lancet 
Neurology 2016.
Bingel U, Wanigaseker",,
588,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=46,M4-Q16,0.213,"PLACEBO IN CLINICAL TRIALS: 
ACTIVE ARM PROBLEMS
• Negative RCTs are increasing over time in different therapeutic areas 
(oncology, chronic and musculoskeletal pain, CNS disorders)
• In the majority of trials (52%), the problem is the absence of a 
difference between the treatment and the placebo→
",,Context appears to be Module 4 topic; keep as M4.
589,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=47,M4-Q22,0.241,"PLACEBO IN CLINICAL TRIALS: 
ACTIVE ARM PROBLEMS
• Is the placebo effect therefore increasing?
• The effect of the psychosocial context that accompanies the 
administration of medical treatment is increasing
Carlino E, Vase L. Can knowledge of Placebo and Nocebo Mechanisms Help Improve Randomized Cl",,Context appears to be Module 4 topic; keep as M4.
590,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=48,M4-Q18,0.260,"PLACEBO EFFECT = CONTEXT EFFECT
Expectation
Previous 
experience
• VERBAL 
INFORMATION
• DOCTOR-PATIENT 
RELATIONSHIP
Patient 
characteristics
• PHYSICAL CONTEXT
• PHYSICALITY OF THE 
TREATMENT",,Context appears to be Module 4 topic; keep as M4.
591,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=49,M4-Q18,0.258,"PLACEBO EFFECT = CONTEXT EFFECT
The placebo effect is the effect of the context
Expectation
Previous 
experience
• VERBAL 
INFORMATION
• DOCTOR-PATIENT 
RELATIONSHIP
Patient 
characteristics
• PHYSICAL CONTEXT
• PHYSICALITY OF THE 
TREATMENT
PLACEBO",,Context appears to be Module 4 topic; keep as M4.
592,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=50,M4-Q18,0.268,"+ CONTEXT
PLACEBO
Placebo effect Nocebo effect
Placebo effect ≠ placebo response (RCTs)
Inert treatment administered 
within a psychosocial 
setting (context effect)",,Context appears to be Module 4 topic; keep as M4.
593,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=51,M4-Q22,0.205,"Benedetti F, Carlino E, Pollo A. Neuropsychopharmacology 2011;36:339-54
Benedetti F, Carlino E, Pollo A. Neuropsychopharmacology 2011;36:339-54
Clinical trialist
Neurobiologist
Our interest
/TREATMENT
PLACEBO EFFECT",,Context appears to be Module 4 topic; keep as M4.
594,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=52,M1-Q12,0.225,"CONTEXTUAL FACTORS: 
what are they and how have they been studied? 
Testa & Rossettini, 2016, Manual Therapy
Rossettini, Carlino, Testa, 2018, BMC Musculoskeletal Disorders",,
595,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=53,M4-Q22,0.136,"CONTEXTUAL FACTORS: 
what are they and how have they been studied?
Therapeutic outcome is influenced by: 
1.PATIENT’S INVIDUAL VARIABLES: 
• Psychological variables: patients who respond well to placebo (responders) 
tend to be less anxious and more optimistic 
• Genetic variables: studies have show",,Context appears to be Module 4 topic; keep as M4.
596,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=54,M4-Q16,0.133,"CONTEXTUAL FACTORS: 
what are they and how have they been studied?
Therapeutic outcome is influenced by: 
2.PHYSIOTHERAPIST: 
• A doctor who presents himself as competent, experienced, polite, 
professional, trustworthy, able to provide a clear diagnosis and a 
clear prognosis and who monitors the p",,
597,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=55,M1-Q20,0.138,"→fMRI study on the biological 
effect of holding hands 
→Married women were exposed 
to the threat of an electric 
shock under three conditions: 
→ not holding hands/spouse 
hand/stranger hand 
2
No hand     spouse    unknown
unpleasantness
When they held their spouse’s hand, they reported 
less unp",,
598,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=56,M1-Q20,0.146,"Therapeutic outcome is influenced by: 
3.TREATMENT:
• The formulation of a clear diagnosis that explains the symptoms to the 
patient and gives meaning to the disease is in fact a form of treatment 
(Hopayian and Notley, 2014)
• Detailed diagnoses and comprehensive explanations are appreciated by th",,
599,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=57,M1-Q20,0.152,"Therapeutic outcome is influenced by: 
4.PATIENT-PHYSIOTHERAPIST RELATIONSHIP:
• Appropriate verbal communication is a prerequisite for a good therapeutic 
relationship (Parson et al., 2007).
• Supportive verbal expressions, active listening, encouragement, empathycorrelate 
with patient satisfactio",,
600,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=58,M4-Q18,0.219,"HOW TO GIVE INFORMATION
• IBS patients
• Placebo acupuncture 
Kelley et al., Psychosom Med. 2009
Augmented group:
Treated with an empathetic approach Control group
Limited group:
Treated with a neutral approach
",,Context appears to be Module 4 topic; keep as M4.
601,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=59,M1-Q20,0.203,"Testa & Rossettini, 2016, Manual Therapy
Rossettini, Carlino, Testa, 2018, BMC Musculoskeletal Disorders
CONTEXTUAL FACTORS: 
what are they and how have they been studied?",,
602,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=60,M4-Q19,0.198,"TYPES OF CLINICAL TRIAL 
Placebo run-in 
→EXCLUDING PLACEBO 
RESPONDERS
P non-responder
P responder
R
A
N
D
O
M
I
Z
A
T
I
O
N
Drug administration
Administration of 
a placebo
Placebo administration",,Context appears to be Module 4 topic; keep as M4.
603,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=61,M4-Q16,0.202,"Active run-in →
EXCLUDE SUBJECTS WHO DO NOT 
RESPOND TO THE DRUG
• F responder
• Few side effects
• F non-responder o 
• Marked collateral effect
R
A
N
D
O
M
I
Z
A
T
I
O
N
Drug administration
Administration of 
a drug
Placebo administration",,Context appears to be Module 4 topic; keep as M4.
604,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=62,M4-Q13,0.240,"CROSS-OVER DESIGN
R
A
N
D
O
M
I
Z
A
T
I
O
N
Drug administration
Placebo administration
 Placebo administration
Drug administration",,Context appears to be Module 4 topic; keep as M4.
605,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=63,M4-Q22,0.190,"TRIAL BASED ON ASSIGNMENT
(real or perceived)
R
A
N
D
O
M
I
Z
A
T
I
O
N
Drug administration
Placebo administration
REAL ASSIGNMENT ASSIGNMENT RECEIVED
Drug administration
Placebo administration
""What group 
do you think 
you belong to?""
",,Context appears to be Module 4 topic; keep as M4.
606,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=64,M4-Q18,0.290,"BALANCED DESIGN
GET
TOLD
MEDICATION PLACEBO
ACTIVE 
EFFECT
PLACEBO
EFFECT
BASELINE
MEDICATION
PLACEBO
ACTIVE + 
Placebo",,Context appears to be Module 4 topic; keep as M4.
607,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=65,M4-Q22,0.223,"ETHICAL ISSUES IN THE USE OF PLACEBO
• Use of placebo prohibited dentologically in certain conditions (e.g.
depression, suicide risk, patients with cancer, etc.).
• Without the placebo group, is it possible to evaluate the efficacy of a 
treatment?
• Possible use of trials with two active drugs (Old",,Context appears to be Module 4 topic; keep as M4.
608,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=66,M4-Q22,0.198,"OPEN-HIDDEN
OPEN
 HIDDEN
Enck et al, 2013, Nature 12:191-204.
Benedetti F, Carlino E, Pollo A. 2011 Clin Pharm Ther 90: 651-661.
• Participants know they 
are receiving the 
tratment 
• Allows both 
pharmacological effects 
and 
psychological/placebo 
effects to occur 
• Participants don’t know 
whe",,Context appears to be Module 4 topic; keep as M4.
609,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=67,M4-Q16,0.187,"Colloca and Benedetti, Nature Rev Neurosci 6: 545-552, 2005 
OPEN-HIDDEN
Is metamizol (300 mg) effective in post-
operative pain? 
Double blind
Informed consent ""You will 
receive a dose of metamizole
but you will not know when""
Open group (N=10) Hidden group (N=10)",,
610,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=68,M4-Q09,0.188,"OPEN-HIDDEN
-3
0
BUPRENORPHINE
OPEN
-1
-2
PAIN REDUCTION
TRAMADOL
OPEN
KETOROLAC
OPEN
METAMIZOLO
OPEN
HIDDEN HIDDENHIDDEN HIDDEN
EFFECT of the
DRUG
CONTEXT
Benedetti et al. 1995 Lancet 346: 1231;  
Amanzio et al.  2001 Pain 90: 205-15;
Colloca et al. 2004 Lancet Neurol 3: 679-684",,
611,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=69,M4-Q05,0.304,"Placebo, nocebo and 
contextual factors:
history, research and clinical practice",,Context appears to be Module 4 topic; keep as M4.
612,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=70,M4-Q22,0.288,"PLACEBO in modern science: 3 contexts
• In clinical trials → the aim is to REDUCE the placebo effect
• In scientific research → the aim is to UNDERSTAND how the placebo effect works
• In clinical practice →the aim is to INCREASE the placebo effect
",,Context appears to be Module 4 topic; keep as M4.
613,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=71,M4-Q22,0.283,"PLACEBO in modern science: SCIENTIFIC 
RESEARCH
• In research→ UNDERSTAND
How does that work:
1) Psychological mechanisms
2) Neurobiological mechanisms
How can it be studied?
How much does it work?
Who does it work on?
On what population?
Under what conditions does it work?",,Context appears to be Module 4 topic; keep as M4.
614,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=72,M1-Q17,0.179,"Finniss et al. Lancet 2010;375:686-95
Pain
Motor performance
Parkinson's disease
Alzheimer's disease
Cardiovascular system
Respiratory system
Gastrointestinal System
Immune system
Endocrine system
Depression
Anxiety
PLACEBO
Under what conditions does it work?
?",,
615,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=73,M4-Q15,0.206,"BEHAVIORAL STUDIES
EEGPHARMACOLOGY
How can it be studied?
fMRI / PET
",,
616,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=74,M4-Q22,0.197,"Magnitude of the placebo effect
• Several studies have measured and quantified the magnitude of the 
placebo/nocebo effect induced by contextual factors under different 
conditions.
E.g. Musculoskeletal pain, fibromyalgia, osteoarthritis (effect size > 0.5) 
Rossettini, Carlino, Testa, 2015, BMC Mus",,Context appears to be Module 4 topic; keep as M4.
617,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=75,M4-Q22,0.249,"PSYCHOLOGICAL MECHANISMS
• Theoretical aspects:
– Expectation: Models
• Pierce’s theory →SIGNS 
• Atkinson →EXPECTATIONS + SUBJECTIVE VALUE 
• Khaneman, Tversky →PROSPECT THEORY (loss and gain) 
• Rescorla-Wagner →ASSOCIATIVE LEARNING PROCESS
• ViolEx Model →VIOLATION OF EXPECTATION 
• Bayesian pers",,Context appears to be Module 4 topic; keep as M4.
618,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=76,M4-Q22,0.171,"Expectation
“Placebo interventions, such as sugar pills or saline injections, can be 
vehicles of therapeutic responses, but not by virtue of containing 
medication or internal properties with the power to produce beneficial 
health outcomes. Instead, the placebo intervention—a placebo pill, 
saline",,Context appears to be Module 4 topic; keep as M4.
619,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=77,M1-Q12,0.199,"Expectation: different theories
Colloca & Miller, 2003
Peirce Theory
Atkinson's expectancy-
value 
Kahneman 
and Tversky 
Rescorla-
Wagner's model
Rief model 
(Viol-EX)
Expectations
Bayesian Brain",,
620,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=78,M1-Q17,0.174,"Expectation: Peirce's theory
•According to Peirce's theory (1839-1914), when one is in 
front of a sign (index, symbol or icon) we speak of 
""translation"" to identify the process by which it is possible to 
derive meaning from the particular sign. Triadic relation of 
signs, object and interpretant
",,
621,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=79,M1-Q12,0.156,"Expectation: Peirce's theory
Signs are anything that elicits an interpretation of an 
object. They are classified into 3 categories:
1. Indexes →signs that are dynamically connected with 
objects and with the senses and memories of the 
individuals to whom they serve as signs. They refer to 
a given",,
622,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=80,M4-Q22,0.241,"Expectation: Peirce's theory
•We actively interpret the signs of the objects that surround us
•This interpretation produces changes in our body that add to 
the changes produced by the object itself",,Context appears to be Module 4 topic; keep as M4.
623,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=81,M4-Q16,0.155,"Expectation: Atkinson's expectancy-value 
theory
•Behaviors in stressful situations can be predicted based on the 
interaction between the expectation of being able to cope with 
such situations, borrowed from past experiences, and the 
subjective value of the specific situation (Atkinson and Reitma",,Context appears to be Module 4 topic; keep as M4.
624,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=82,M1-Q20,0.226,"Expectation: Kahneman and Tversky's 
prospect theory
•The idea behind these theories is the balance between loss 
and gain
•In decision-making, potential losses tend to carry greater 
weight than anticipated gains
•In a clinical setting, patient anxiety and concerns about 
treatments may be more rel",,
625,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=83,M1-Q20,0.205,"Expectation: Rescorla-Wagner's model
•Expectations develop as a result of an associative learning 
process.
•According to the Rescorla-Wagner model, expectations are 
learned following trials (learning what to expect).
•The strength of expectations is given by the number of trials that 
confirm the ",,
626,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=84,M4-Q16,0.190,"Expectation: ViolEx-model
• Rief et al., developed a model that conceptualizes how expectations 
influence different clinical outcomes and explains how the violation 
of expectations leads to behavior change or perseverance
• At the basis of the proposed model there is the interaction between 
EXPEC",,Context appears to be Module 4 topic; keep as M4.
627,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=85,M4-Q22,0.133,"1)
2)
3)4)
5)
6)
ViolEx-model
Rief and Petrie, 2016
When we receive medical treatment:
1) Generalized pre-existing expectations→may amplify the effects 
of the treatment or worsen them (nocebo effects)
2) The interaction between generalized pre-existing expectations 
and the medical context leads to",,Context appears to be Module 4 topic; keep as M4.
628,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=86,M1-Q12,0.167,"ViolEX model
internal model:  
‘if A → B’
Personal experiences
Personality traits
Psychological status
A → B
Expectation 
confirmation
Violation: 
Expectation 
update 
(optimization)
Violation: 
Expectation 
mantained
(cognitive 
immunization) 
A → BX X
Rossettini et al., 2022 (under review)
?",,
629,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=87,M4-Q22,0.153,"Rief and Petrie, 2016
tre
7) The development of expectations is determined by at 
least three different factors: 
• previous experience (associative learning)
• social influences (direct or indirect social learning via 
social media)
• cognitive processes specific to the individual patient
8) Finall",,Context appears to be Module 4 topic; keep as M4.
630,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=88,M1-Q12,0.164,"Bayesian Perspective
• Following the Bayesian perspective, our 
brain is a probabilistic machine that 
generates predictions (priors) about 
incoming sensory stimuli.
• When the priors update in relation to 
sensory experiences (sensory input), 
posteriors are generated, i.e. priors updated 
by the ",,
631,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=89,M4-Q09,0.193,"Bayesian Perspective
• Prior has different levels of accuracy
• High accuracy → Reliable
• Low accuracy→ Unreliable
PE
Expect A Get B
prior update
prior sensory imput
(Brown et al., 2013;Buchel et al., 2014;Seth and Friston, 2016)
",,
632,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=90,M1-Q12,0.182,"Bayesian Perspective
PE
Expect A
A gets closer 
to B
Get B
prior update
A remains 
close to A
Prior with low 
certainty
Prior with high  
certainty
prior sensory imput
posterior
PE
Expect A Get B
minimal prior update
prior sensory imput
posterior
Rossettini et al., 2022 (under review)",,
633,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=91,M1-Q20,0.142,"According to Bayesian Perspective and ViolEx model
• Expectation violation followed by update →can be attributed to 
one’s having a prior with low precision which is updated accordingly 
with the newly acquired evidence (i.e., according to this view, the 
patient who is shown that lifting their arm ",,
634,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=92,M4-Q09,0.218,"Clinical scenario
Rossettini et al., 2022 (under review)",,
635,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=93,M4-Q22,0.310,"PSYCHOLOGICAL MECHANISMS
• Theoretical aspects:
–Expectation: models
–Conditioning:
– Classical
– Operant
– Social
• From theory to practice: placebo effect studies",,Context appears to be Module 4 topic; keep as M4.
636,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=94,M4-Q24,0.259,"Conditioning
• Behavioral psychology: different types of Learning 
",,Context appears to be Module 4 topic; keep as M4.
637,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=95,M4-Q09,0.158,"ACQUISITION PHASE
Sound + food Salivation
(UR)
BEFORE CONDITIONING
Food
(US)
Unconditioned 
Stimulus
Salivation
(UR)
Unconditioned 
Response
Sound
(NS)
Neutral 
Stimulus 
No salivation
(no UR)
Unconditioned 
Response
RECALL PHASE
Sound
(CS)
Conditioned Stimulus
Salivation
(CR)
Conditioned response
S",,Context appears to be Module 4 topic; keep as M4.
638,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=96,M1-Q17,0.170,"CLASSICAL CONDITIONING
ACQUISITION PHASE
co-occurrence of… 
THERAPEUTIC 
BENEFIT
(pain reduction)
RE-RECALL PHASE
Schedlowski et al. (2010) Brain Behav Imm 24: 176-185
Vits et al. (2011) Phil. Trans. R. Soc. B 366: 1799-1807
+
MEDICATION / 
TREATMENT CONTEXT CONTEXT
+ EFFECT EFFECT
Chemotherapy +
 N",,
639,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=97,M1-Q20,0.210,"SOCIAL CONDITIONING
Colloca et al., Philos Trans R Soc Lond B Biol Sci, 2011
• Learning mediated by the presence of a social 
context (observational)
–Presence of an ""actor"" who simulates 
improvements or worsening
–In the clinical context→waiting room",,
640,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=98,M1-Q17,0.138,"0
1.2
0.6
0 10 70
ORE POST INTERVENTO
Buprenorphine intake/patient (mg)
0.91 mg/patient
0.76 mg/patient
1.15 mg/patient
100% chance of receiving 
a painkiller
20 30 40 50 60
1.0
0.8
0.4
0.2
NATURAL 
HISTORY
50% chance of receiving a 
painkiller
Painkiller 
request
-20.8%
-33.8%
Post-surgery patients",,
641,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=99,M4-Q22,0.191,"Role of time expectation
Camerone et al., Psychosom Med, 2021
Temporal expectations play a crucial role in modulating when and how pain is 
perceived
(study with a inert cream) 
• Placebo effects emerge at the expected time and remain stable 
• Nocebo effects emerge at the expected time and increase",,Context appears to be Module 4 topic; keep as M4.
642,pdf_page,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=100,M1-Q12,0.182,"Colloca L, Benedetti F (2009) Pain 144:28–34.
Social Learning vs Classical 
Conditioning vs Expectation
Learning from a model: 
it can be observed that
another subject experiences
a reduction in pain following the activation of two 
electrodes (sham placebo)
NO DIFFERENCE BETWEEN SOCIAL LEARNING
AND",,
