pdf_file,page_number,image_file,xref,width,height,context_snippet
MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file.pdf,37,docs\pdf_images\MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file\page_37_img1.png,211,565,328,Perceptual decision  making in the brain If the activity of the house detector is larger than the activity in the face detectors →we decide that we see houses.   If the activity of the face detectors is larger than the a...
MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file.pdf,37,docs\pdf_images\MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file\page_37_img2.png,212,575,338,Perceptual decision  making in the brain If the activity of the house detector is larger than the activity in the face detectors →we decide that we see houses.   If the activity of the face detectors is larger than the a...
MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file.pdf,37,docs\pdf_images\MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file\page_37_img3.png,196,584,236,Perceptual decision  making in the brain If the activity of the house detector is larger than the activity in the face detectors →we decide that we see houses.   If the activity of the face detectors is larger than the a...
MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file.pdf,38,docs\pdf_images\MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file\page_38_img1.png,215,1183,515,Perceptual decision  making in the brain DLPFC as “computational” unit Activity in DLPFC is  proportional to the   difference in the  activity of the face  and the house  detectors
MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file.pdf,38,docs\pdf_images\MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file\page_38_img2.png,216,584,172,Perceptual decision  making in the brain DLPFC as “computational” unit Activity in DLPFC is  proportional to the   difference in the  activity of the face  and the house  detectors
MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file.pdf,39,docs\pdf_images\MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file\page_39_img1.png,216,584,172,"• DLPFC performs the computation that provides this decision. • This region fulfilled the two conditions implicit in the Shadlen model  of perceptual decision-making: 1. First, the region showed greater activity during t..."
MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file.pdf,40,docs\pdf_images\MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file\page_40_img1.png,221,388,396,Perceptual decision making in the brain • Perceptual decisions are based on an  integrative process in which sensory  evidence accumulates over time until  an internal decision bound is  reached. • The authors used repet...
MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file.pdf,41,docs\pdf_images\MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file\page_41_img1.png,224,388,139,Perceptual decision making in the brain rTMS suppression  of DLPFC
MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file.pdf,41,docs\pdf_images\MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file\page_41_img2.png,225,1273,486,Perceptual decision making in the brain rTMS suppression  of DLPFC
MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file.pdf,42,docs\pdf_images\MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file\page_42_img1.png,224,388,139,• Disruption of the left DLPFC with low frequency rTMS reduced accuracy and increased response times relative to a  sham condition. • These results provide causal evidence linking the DLPFC to  the mechanism of evidence ...
MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file.pdf,42,docs\pdf_images\MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file\page_42_img2.png,229,648,741,• Disruption of the left DLPFC with low frequency rTMS reduced accuracy and increased response times relative to a  sham condition. • These results provide causal evidence linking the DLPFC to  the mechanism of evidence ...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,1,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_1_img1.png,12,689,900,Neuroeconomics How our brain decides
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,2,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_2_img1.png,15,204,204,Conceptual map History TMS Lesions  Electrical stimulation fMRI EEG and  MEG Single-cell recordings • Lack of rationality • We are social animals METHODS of neuroeconomic  and decision making Allais Paradox Asian Disease...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,2,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_2_img2.png,24,313,500,Conceptual map History TMS Lesions  Electrical stimulation fMRI EEG and  MEG Single-cell recordings • Lack of rationality • We are social animals METHODS of neuroeconomic  and decision making Allais Paradox Asian Disease...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,2,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_2_img3.png,25,273,232,Conceptual map History TMS Lesions  Electrical stimulation fMRI EEG and  MEG Single-cell recordings • Lack of rationality • We are social animals METHODS of neuroeconomic  and decision making Allais Paradox Asian Disease...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,5,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_5_img1.png,38,1269,541,"A Sketch of the Relevant Circuitry The prefrontal cortex (PFC) is the portion of the frontal lobe  anterior to the motor cortex in both humans and non-human  primates, and it is especially prominent in humans."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,5,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_5_img2.png,39,633,790,"A Sketch of the Relevant Circuitry The prefrontal cortex (PFC) is the portion of the frontal lobe  anterior to the motor cortex in both humans and non-human  primates, and it is especially prominent in humans."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,6,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_6_img1.png,42,818,718,A Sketch of the Relevant Circuitry • No agreement on the histological  boundaries defining subregions of PFC • Not clearly defined electrophysiological  properties of these reagions • Impossible to identify the flow of  ...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,10,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_10_img1.png,42,818,718,"NAcc • The nucleus accumbens, the  pleasure area, is a key area  for the evaluation process. • This area actually encodes  our expected values during  the decision making NAcc"
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,11,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_11_img1.png,64,327,154,Nucleus accumbens (NAcc) – ventral  striatum Nucleus accumbens NAcc gets information from: 1) Hippocampus (region related to memory) 2) Prefrontal cortex (region  involved into the  higher order decision processes) 3) Am...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,11,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_11_img2.png,65,1173,406,Nucleus accumbens (NAcc) – ventral  striatum Nucleus accumbens NAcc gets information from: 1) Hippocampus (region related to memory) 2) Prefrontal cortex (region  involved into the  higher order decision processes) 3) Am...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,11,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_11_img3.png,67,860,493,Nucleus accumbens (NAcc) – ventral  striatum Nucleus accumbens NAcc gets information from: 1) Hippocampus (region related to memory) 2) Prefrontal cortex (region  involved into the  higher order decision processes) 3) Am...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,12,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_12_img1.png,70,876,312,"Nucleus accumbens (NAcc) – ventral  striatum • The authors recorded the  impulse activity of single  neurons in monkeys that were  trained in two behavioral  tasks employing, respectively,  self-initiated and externally ..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,12,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_12_img2.png,71,771,581,"Nucleus accumbens (NAcc) – ventral  striatum • The authors recorded the  impulse activity of single  neurons in monkeys that were  trained in two behavioral  tasks employing, respectively,  self-initiated and externally ..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,12,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_12_img3.png,72,148,148,"Nucleus accumbens (NAcc) – ventral  striatum • The authors recorded the  impulse activity of single  neurons in monkeys that were  trained in two behavioral  tasks employing, respectively,  self-initiated and externally ..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,13,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_13_img1.png,75,1377,509,NAcc codes for reward  and prediction of reward • Animals learn not only about  stimuli that predict reward but  also about those that signal the  omission of an expected reward • The authors trained 2 monkeys  in a disc...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,13,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_13_img2.png,76,294,265,NAcc codes for reward  and prediction of reward • Animals learn not only about  stimuli that predict reward but  also about those that signal the  omission of an expected reward • The authors trained 2 monkeys  in a disc...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,13,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_13_img3.png,77,270,280,NAcc codes for reward  and prediction of reward • Animals learn not only about  stimuli that predict reward but  also about those that signal the  omission of an expected reward • The authors trained 2 monkeys  in a disc...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,13,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_13_img4.png,78,254,191,NAcc codes for reward  and prediction of reward • Animals learn not only about  stimuli that predict reward but  also about those that signal the  omission of an expected reward • The authors trained 2 monkeys  in a disc...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,14,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_14_img1.png,75,1377,509,NAc codes for reward and  prediction of reward A: a visual stimulus that predicted  reward (conditioned excitor) AX:  a stimulus that predicted the  omission of reward (conditioned  inhibitor) When animal get reward → bu...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,14,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_14_img2.png,81,326,325,NAc codes for reward and  prediction of reward A: a visual stimulus that predicted  reward (conditioned excitor) AX:  a stimulus that predicted the  omission of reward (conditioned  inhibitor) When animal get reward → bu...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,14,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_14_img3.png,82,326,139,NAc codes for reward and  prediction of reward A: a visual stimulus that predicted  reward (conditioned excitor) AX:  a stimulus that predicted the  omission of reward (conditioned  inhibitor) When animal get reward → bu...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,14,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_14_img4.png,83,326,139,NAc codes for reward and  prediction of reward A: a visual stimulus that predicted  reward (conditioned excitor) AX:  a stimulus that predicted the  omission of reward (conditioned  inhibitor) When animal get reward → bu...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,14,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_14_img5.png,78,254,191,NAc codes for reward and  prediction of reward A: a visual stimulus that predicted  reward (conditioned excitor) AX:  a stimulus that predicted the  omission of reward (conditioned  inhibitor) When animal get reward → bu...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,15,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_15_img1.png,86,895,417,"NAcc codes for  expected reward During the conditioning process, this neuron stops to react to  reward →it reacts to the prediction of reward →to the  expected values DOPAMINE NEURONS ACTUALLY CODE TO EXPECTED REWARDS co..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,15,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_15_img2.png,87,669,641,"NAcc codes for  expected reward During the conditioning process, this neuron stops to react to  reward →it reacts to the prediction of reward →to the  expected values DOPAMINE NEURONS ACTUALLY CODE TO EXPECTED REWARDS co..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,15,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_15_img3.png,88,687,193,"NAcc codes for  expected reward During the conditioning process, this neuron stops to react to  reward →it reacts to the prediction of reward →to the  expected values DOPAMINE NEURONS ACTUALLY CODE TO EXPECTED REWARDS co..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,15,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_15_img4.png,78,254,191,"NAcc codes for  expected reward During the conditioning process, this neuron stops to react to  reward →it reacts to the prediction of reward →to the  expected values DOPAMINE NEURONS ACTUALLY CODE TO EXPECTED REWARDS co..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,16,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_16_img1.png,95,1258,594,"NAcc codes for values • In this study, authors used a parametric  monetary incentive delay (MID) task.  • N = 12 healthy volunteers participated in  fMRI scans while playing the MID task. • Subjects see a cue   • Then, a..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,16,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_16_img2.png,96,627,470,"NAcc codes for values • In this study, authors used a parametric  monetary incentive delay (MID) task.  • N = 12 healthy volunteers participated in  fMRI scans while playing the MID task. • Subjects see a cue   • Then, a..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,16,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_16_img3.png,97,68,59,"NAcc codes for values • In this study, authors used a parametric  monetary incentive delay (MID) task.  • N = 12 healthy volunteers participated in  fMRI scans while playing the MID task. • Subjects see a cue   • Then, a..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,17,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_17_img1.png,100,537,727,"NAcc codes for values • Activity of the nucleus accumbens is  proportional to the anticipated gain • It is less active when person expects to get  $1, and is even less active when person  expects to get $0 • Activity of ..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,17,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_17_img2.png,101,689,58,"NAcc codes for values • Activity of the nucleus accumbens is  proportional to the anticipated gain • It is less active when person expects to get  $1, and is even less active when person  expects to get $0 • Activity of ..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,18,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_18_img1.png,104,1098,371,"Expected utility • AIM: Anticipated reward magnitude and  probability comprise dual components of  expected value (EV), a cornerstone of  economic and psychological theory. However,  the neural mechanisms that compute EV..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,18,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_18_img2.png,105,611,461,"Expected utility • AIM: Anticipated reward magnitude and  probability comprise dual components of  expected value (EV), a cornerstone of  economic and psychological theory. However,  the neural mechanisms that compute EV..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,18,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_18_img3.png,106,68,61,"Expected utility • AIM: Anticipated reward magnitude and  probability comprise dual components of  expected value (EV), a cornerstone of  economic and psychological theory. However,  the neural mechanisms that compute EV..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,19,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_19_img1.png,104,1098,371,Expected utility • Subject has to press the button when  the white square is presented • In this case: high probability and high  reward →5 dollars
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,19,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_19_img2.png,105,611,461,Expected utility • Subject has to press the button when  the white square is presented • In this case: high probability and high  reward →5 dollars
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,20,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_20_img1.png,111,785,318,Expected utility • NAcc codes for expected values →nucleus  accumbens (NAcc) activated proportional to  anticipated gain magnitude
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,20,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_20_img2.png,112,576,339,Expected utility • NAcc codes for expected values →nucleus  accumbens (NAcc) activated proportional to  anticipated gain magnitude
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,20,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_20_img3.png,113,580,139,Expected utility • NAcc codes for expected values →nucleus  accumbens (NAcc) activated proportional to  anticipated gain magnitude
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,21,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_21_img1.png,116,784,523,Expected utility • The cortical mesial  prefrontal cortex  (MPFC) is additionally  activated according to  anticipated gain  probability • MPFC activation  correlated with  probability estimates These findings suggest th...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,21,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_21_img2.png,117,120,27,Expected utility • The cortical mesial  prefrontal cortex  (MPFC) is additionally  activated according to  anticipated gain  probability • MPFC activation  correlated with  probability estimates These findings suggest th...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,22,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_22_img1.png,120,1176,300,Expected utility • fMRI and a guessing task in two  cohorts of 22 and 24 participants • Participants have to predict the  location of a red card a) Participants can turn 4 cards  →they can correctly predict the  location...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,22,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_22_img2.png,122,505,769,Expected utility • fMRI and a guessing task in two  cohorts of 22 and 24 participants • Participants have to predict the  location of a red card a) Participants can turn 4 cards  →they can correctly predict the  location...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,23,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_23_img1.png,120,1176,300,Expected utility • We can also manipulate the  gain of the game  a) 21 euros b) 15 euros
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,23,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_23_img2.png,122,505,769,Expected utility • We can also manipulate the  gain of the game  a) 21 euros b) 15 euros
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,24,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_24_img1.png,128,505,512,Expected utility • Activity of nucleus accumbens is proportional to the expected  magnitude of the reward. • NAcc is strongly activated when  subject is expecting to get  higher reward.  • NAcc reacts to the probability ...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,27,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_27_img1.png,140,704,314,"Role of  NAcc • Microeconomic theory maintains that  purchases are driven by a combination of  consumer preference and price. Using event- related fMRI, we investigated how people  weigh these factors to make purchasing ..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,27,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_27_img2.png,141,1090,679,"Role of  NAcc • Microeconomic theory maintains that  purchases are driven by a combination of  consumer preference and price. Using event- related fMRI, we investigated how people  weigh these factors to make purchasing ..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,28,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_28_img1.png,141,1090,679,Role of  NAcc • Question: Can we predict participant’s decision  to buy or not the product (“read”  his/her mind) during the preference  phase”? • Answer: Yes.  The activity of the NAcc is higher  when the participant bu...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,28,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_28_img2.png,144,704,314,Role of  NAcc • Question: Can we predict participant’s decision  to buy or not the product (“read”  his/her mind) during the preference  phase”? • Answer: Yes.  The activity of the NAcc is higher  when the participant bu...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,29,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_29_img1.png,152,888,825,Role of NAcc • Product preference activated the  nucleus accumbens (NAcc) • Excessive prices activated the  insula and deactivated the mesial  prefrontal cortex (MPFC) prior to  the purchase decision. • Activity from eac...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,30,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_30_img1.png,155,861,318,"Role of NAcc • In this study, the authors investigated  preferences to different types of products • It has been shown recently that reward mechanisms are involved in the regulation  of social relations like dominance an..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,30,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_30_img2.png,156,661,581,"Role of NAcc • In this study, the authors investigated  preferences to different types of products • It has been shown recently that reward mechanisms are involved in the regulation  of social relations like dominance an..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,31,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_31_img1.png,155,861,318,Role of NAcc • Behaviorally sports cars were rated  significantly more attractive than  limousines and small cars
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,31,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_31_img2.png,156,661,581,Role of NAcc • Behaviorally sports cars were rated  significantly more attractive than  limousines and small cars
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,31,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_31_img3.png,161,680,636,Role of NAcc • Behaviorally sports cars were rated  significantly more attractive than  limousines and small cars
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,32,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_32_img1.png,164,494,401,"Role of NAcc • fMRI results revealed significantly more  activation in ventral striatum,  orbitofrontal cortex, anterior cingulate  and occipital regions for sports cars in  contrast to other categories of cars. • Dopami..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,32,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_32_img2.png,165,494,401,"Role of NAcc • fMRI results revealed significantly more  activation in ventral striatum,  orbitofrontal cortex, anterior cingulate  and occipital regions for sports cars in  contrast to other categories of cars. • Dopami..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,33,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_33_img1.png,168,603,406,"Valuation based on different utilities • Valuation process is more  complicated in real life • Valuation is influenced by  learning • Learning utility is the utility  value updated, based on  past experiences. The  dopam..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,35,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_35_img1.png,42,818,718,Role of orbitofrontal cortex NAcc NAcc is involved in  anticipated gain  (magnitude and  probability) and learning  utility OFC →Structure highly  connected with the  Nacc Role: compare and  integrate information  relate...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,36,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_36_img1.png,176,991,830,"Role of Orbitofrontal cortex • The OFC receives input from all of the major  sensory modalities (vision, audition, somatic  sensation, olfaction, and gustation), giving it  access to the information necessary to identify..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,37,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_37_img1.png,179,867,724,"Role of Orbitofrontal cortex • Computation and  comparison of values take  place within prefrontal  regions, including the OFC,  the vmPFC • Direct evidence for the role  of the OFC in evaluation is  fairly strong Padoa-..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,37,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_37_img2.png,180,890,163,"Role of Orbitofrontal cortex • Computation and  comparison of values take  place within prefrontal  regions, including the OFC,  the vmPFC • Direct evidence for the role  of the OFC in evaluation is  fairly strong Padoa-..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,38,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_38_img1.png,183,173,186,"Role of Orbitofrontal cortex • When monkeys choose among options varying in reward amount, reward type,  and probability of reward delivery, firing rates of some neurons in the OFC track  individual preferences for a par..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,38,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_38_img2.png,184,168,173,"Role of Orbitofrontal cortex • When monkeys choose among options varying in reward amount, reward type,  and probability of reward delivery, firing rates of some neurons in the OFC track  individual preferences for a par..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,38,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_38_img3.png,185,168,173,"Role of Orbitofrontal cortex • When monkeys choose among options varying in reward amount, reward type,  and probability of reward delivery, firing rates of some neurons in the OFC track  individual preferences for a par..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,38,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_38_img4.png,186,164,81,"Role of Orbitofrontal cortex • When monkeys choose among options varying in reward amount, reward type,  and probability of reward delivery, firing rates of some neurons in the OFC track  individual preferences for a par..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,39,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_39_img1.png,190,417,305,Role of Orbitofrontal cortex • Evidence for the evaluative role of the OFC also comes from  neuroimaging studies. • A study on the human enjoyment of wine: enjoyment is related to  factors that do not affect wine taste b...
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,40,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_40_img1.png,193,755,757,"Role of  Orbitofrontal  cortex • In economic choice, there is no intrinsically  “correct” answer; the choice depends on subjective  preferences. • In this study, authors examined trade-offs between  commodity (juice type..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,40,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_40_img2.png,194,759,183,"Role of  Orbitofrontal  cortex • In economic choice, there is no intrinsically  “correct” answer; the choice depends on subjective  preferences. • In this study, authors examined trade-offs between  commodity (juice type..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,41,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_41_img1.png,197,759,183,"Role of  Orbitofrontal  cortex When offered one drop of juice A versus one  drop of juice B (offer 1A:1B), the animals chose  juice A. This is true also in the condition 3:1. This situation is reversed when 4 drops of B ..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,41,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_41_img2.png,198,755,492,"Role of  Orbitofrontal  cortex When offered one drop of juice A versus one  drop of juice B (offer 1A:1B), the animals chose  juice A. This is true also in the condition 3:1. This situation is reversed when 4 drops of B ..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,42,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_42_img1.png,197,759,183,"Role of  Orbitofrontal  cortex The relative value is 4.1. The monkey was roughly indifferent between 1A and 4B.  A sigmoid fit indicated, more precisely, that 1A = 4.1B. The  relative value (4.1 here) is a subjective mea..."
MODULE 1_3_cp9q.vZHFBn9oMUZP.file.pdf,42,docs\pdf_images\MODULE 1_3_cp9q.vZHFBn9oMUZP.file\page_42_img2.png,203,755,494,"Role of  Orbitofrontal  cortex The relative value is 4.1. The monkey was roughly indifferent between 1A and 4B.  A sigmoid fit indicated, more precisely, that 1A = 4.1B. The  relative value (4.1 here) is a subjective mea..."
