source_type,source,candidate_id,score,context_snippet
pdf_page,MODULE 3_MindChange_part3#page=23,M1-Q12,0.194,"When we search information we organize facts
Connections 
between facts
Highlight 
concepts
Create 
maps
History
Hyperlinks
Key words
VideosAudio"
pdf_page,MODULE 3_MindChange_part3#page=24,M4-Q16,0.187,"Internet 
exploration
• As a type of hypermedia, the Internet combines graphics, 
audio, video, text and hyperlinks in an interactive and 
nonlinear environment. 
• Users must decide how to find information, what 
information to read, which hyperlinks to followand 
when to modify behaviours. 
• Cons"
pdf_page,MODULE 3_MindChange_part3#page=25,M1-Q17,0.169,"Internet 
exploration
• Researchers have identified that learners with low
domain knowledge, on average, have exhibited little or 
no learning gains after studying from hypermedia 
environments, including the Internet
• In general, attention has been regarded as a major 
influence on the information"
pdf_page,MODULE 3_MindChange_part3#page=26,M1-Q20,0.158,"• Eye-gaze was recorded
• Eye-gaze information was used to 
determine the time spent 
attending to relevant information. 
• Based on the time spent viewing 
relevant look zones the following 
two scores were created: 
(a) the duration of time spent 
within the look-zone during 
the initial visit of "
pdf_page,MODULE 3_MindChange_part3#page=27,M1-Q17,0.191,"Internet 
exploration
• N = 84 undergraduate students with high 
and low levels of sustained attention (65 
females and 19 males, with a mean age 
of 20.46 years)
• Students were tasked with navigating 
the Internet for 20 minutes to learn 
about how tropical cyclones form"
pdf_page,MODULE 3_MindChange_part3#page=28,M1-Q12,0.215,"• Students with high level of attention →more frequently guided their 
learning in a linear manner, alternating between search engine results 
and first links. Rarely did these learners select hyperlinks presented 
on the links themselves, and it was these students who performed 
better on the test
"
pdf_page,MODULE 3_MindChange_part3#page=29,M1-Q12,0.166,"• Learners with low levels of sustained attention →typically took advantage 
of the opportunity to jump around between sources of information. While 
they alternated between search engine results and first links, the low-
attending learners engaged in far more exploration of the hyperlinks 
presente"
pdf_page,MODULE 3_MindChange_part3#page=30,M1-Q20,0.189,"Internet exploration 
and generations 
• Such variations in 
performance can be even 
more marked when we look 
across age groups
Google generation
(born after 1993)
Generation Y
(1973<born<1994)
Generation X
(born before 1973)
→Younger generations were faster but less confident about 
the answers"
pdf_page,MODULE 3_MindChange_part3#page=31,M4-Q15,0.203,"Reading
from books to 
screens
 Read 
this text"
pdf_page,MODULE 3_MindChange_part3#page=32,M4-Q16,0.182,"Readings
• The authors explored 
effects of the 
technological interface 
on reading 
comprehension in a 
Norwegian school 
context
• N = 72 tenth graders from 
2 different primary 
schools in Norway.
• Students randomized into 2 groups:
Read 
this text
Read the same text as pdf 
on a computer scree"
pdf_page,MODULE 3_MindChange_part3#page=33,M1-Q12,0.180,"Readings
• Regression analysis was 
carried out to investigate to 
what extent reading 
modality would influence 
the students’ scores on the 
reading comprehension 
measure
• RESULTS: students who 
read texts in print scored 
better on the reading 
comprehension test
• Pedagogical implications?
"
pdf_page,MODULE 3_MindChange_part3#page=34,M4-Q16,0.198,"Readings
• This paper aims to assess the 
usability of electronic books (e-
books) and paper books (p-
books) with objective measures, 
including user comprehension, 
eye fatigue, and perception
• N = 56 sixth-year public school 
students participated in this 
study
"
pdf_page,MODULE 3_MindChange_part3#page=35,M1-Q20,0.187,"Readings
• Eye fatigue →Participants’ eye fatigues were measured by critical 
flicker/fusion frequency (CFF) threshold. 
• CFF is defined as the frequency at which a flickering light is in 
distinguishable from steady, non-flickering light
• CFF is widely used as highly sensitive measurement to eval"
pdf_page,MODULE 3_MindChange_part3#page=36,M4-Q22,0.214,"Readings
This paper was conducted in the 
following order: 
1) pre-CFF measurement, 
2) p-/e-book reading,
3) post-CFF measurement, 
4) quiz and questionnaire. 
5) exit
"
pdf_page,MODULE 3_MindChange_part3#page=37,M1-Q12,0.169,"Readings
RESULTS: 
1) there is a significant “book 
effect” on quiz scores →
compared to e-books, p-books 
appear to enable better 
reading comprehension
2) Regarding eye fatigue, students 
had significantly greater eye 
fatigue after reading e-books 
than after reading p-books. 
3) Students were sa"
pdf_page,MODULE 3_MindChange_part3#page=38,M4-Q16,0.186,"Multitasking
• A distinguishing feature of 
digital technology is the 
temptation and opportunity it 
offers for multitasking
• In a survey of two thousand children between the ages of eight and 
eighteen, the time spent multitasking between more than one 
technology medium in 1999 was 16 percent bu"
pdf_page,MODULE 3_MindChange_part3#page=39,M4-Q16,0.153,"Multitasking
• In a survey of U.S. college 
students, 38 percent said they 
could not go for more than ten 
minutes while studying without 
checking their laptop, 
smartphone, tablet, or e-reader
• Since media multitasking involves, by definition, shifting attention 
between multiple sources, much r"
pdf_page,MODULE 3_MindChange_part3#page=40,M4-Q09,0.187,"Multitasking
• Chronic media multitasking is quickly becoming ubiquitous, 
although processing multiple incoming streams of information is 
considered a challenge for human cognition. 
• A series of experiments addressed whether there are 
systematic differences in information processing styles betw"
pdf_page,MODULE 3_MindChange_part3#page=41,M1-Q20,0.160,"Multitasking
• A trait media multitasking index was developed to identify 
groups of heavy and light media multitaskers. 
• The questionnaire addressed 12 different media forms: 
print media, television, computer-based video (such as 
YouTube or online television episodes), music, nonmusic
audio, vi"
pdf_page,MODULE 3_MindChange_part3#page=42,M1-Q20,0.177,"• The goal was to examine whether there is a relationship between 
chronic media multitasking and cognitive control abilities.
• Different hypothesis →
Multitasking
Positive
Light media multitaskers exhibit 
advantages in cognitive control 
This result would motivate future work to 
establish whethe"
pdf_page,MODULE 3_MindChange_part3#page=43,M4-Q22,0.220,"• Three tests in the study involved the subjects looking at shapes, 
numbers, or letters, but the task was to remember something about 
just some of the images on the screen and to ignore the others.
Multitasking
FILTERING TASK, example for shapes"
pdf_page,MODULE 3_MindChange_part3#page=44,M4-Q22,0.191,"Multitasking
RESULTS: 
Heavy media multitaskers are more 
susceptible to interference from irrelevant 
environmental stimuli
CONCLUSIONS:
the high multitaskers seemed unable to 
ignore the shapes they were told to ignore, 
and were unable to filter out what wasn’t 
important to that particular task."
pdf_page,MODULE 4_1_Neuro_mech-1#page=1,M4-Q05,0.304,"Placebo, nocebo and 
contextual factors:
history, research and clinical practice"
pdf_page,MODULE 4_1_Neuro_mech-1#page=2,M4-Q22,0.288,"PLACEBO in modern science: 3 contexts
• In clinical trials → the aim is to REDUCE the placebo effect
• In scientific research → the aim is to UNDERSTAND how the placebo effect works
• In clinical practice →the aim is to INCREASE the placebo effect
"
pdf_page,MODULE 4_1_Neuro_mech-1#page=3,M1-Q17,0.179,"Finniss et al. Lancet 2010;375:686-95
Pain
Motor performance
Parkinson's disease
Alzheimer's disease
Cardiovascular system
Respiratory system
Gastrointestinal System
Immune system
Endocrine system
Depression
Anxiety
PLACEBO
Under what conditions does it work?
?"
pdf_page,MODULE 4_1_Neuro_mech-1#page=4,M1-Q20,0.164,"ISCHEMIC PAIN
DAY1   DAY2    DAY3   DAY4    DAY5
15
20
25
30
MOR MOR PLA
+
NAL
Pain tolerance
(minutes)
NALOXONE
 antagonist
OPIOIDS
Placebo analgesia: Study on 
Ischemic Pain 
(Amanzio & Benedetti J Neurosci 1999; 19:484-94
Benedetti et al. J Neurosci  2007; 27:11934-9)
• Day 1 (baseline): no trea"
pdf_page,MODULE 4_1_Neuro_mech-1#page=5,M1-Q20,0.155,"HOT PLATE TEST
Guo et al. (2010) J. Psychopharmacol. 24: 1561-1567
Drug  (US) + blue light (CS)
OPIOIDS
paw
withdrawal
latency
(seconds)
DAY1   DAY2  DAY3 DAY4 DAY5
15
30
MOR MOR PLAMOR MOR
+
NAL
45
MICE
Placebo analgesia: Animal Study (Mice) 
• Mice reveived morphine paired with blue light 
(condit"
pdf_page,MODULE 4_1_Neuro_mech-1#page=6,M4-Q22,0.131,"Benedetti et al. Lancet, 1995; 346:1231. Benedetti et al. Psychopharmacol 2011; 213:791-7
PENTAGASTRIN (CCK agonist) 
MOR MORPLA + PENTAGASTRIN
15
20
25
30
DAY1   DAY2   DAY3   DAY4   DAY5
Pain tolerance
(minutes)
PROGLUMIDE (CCK antagonist)
CCK  (ANTI-OPIOIDS)
3
Proglumide
Placebo
Control
time
10
9"
pdf_page,MODULE 4_1_Neuro_mech-1#page=7,M4-Q22,0.135,"Amanzio & Benedetti J Neurosci 1999;19:484-94 Benedetti et al. Nature Med 2011;17:12828-30
DAY1    DAY2    DAY3    DAY4    DAY5
10
15
20
KET KET PLA + RIM
Pain tolerance
(minutes)
CANNABINOIDS
25
20
+
NAL
DAY1   DAY2   DAY3  DAY4   DAY5
15
Pain tolerance
(minutes)
KET KET PLA
Activation of 
CB1 rece"
pdf_page,MODULE 4_1_Neuro_mech-1#page=8,M1-Q20,0.166,"Placebo analgesia depends on the 
neurotransmitter system engaged during 
preconditioning
• If preconditioned with opioids → blocked with naloxone 
• If preconditioned with cannabinoids → blocked by rimonabant 
→ Past experiences, expectations, and psychosocial context can 
trigger analgesia via the"
pdf_page,MODULE 4_1_Neuro_mech-1#page=9,M4-Q09,0.181,"Psychosocial context
Expectation
Previous experiences 
Benedetti et al. (2011) Nature Med, 17: 1228-1230
CB1
cannabinoid
receptor
 opioid
receptor
Analgesia
Previous exposure
to opioids () 
Previous exposure
to NSAIDs (CB1) 
Memory
ON
Memory
ON
and
 and
"
pdf_page,MODULE 4_1_Neuro_mech-1#page=10,M4-Q22,0.130,"Amanzio & Benedetti J Neurosci 1999 
Benedetti et al. J Neurosci  2007
Benedetti et al. Lancet, 1995
Benedetti et al. Psychopharmacol, 2011
Benedetti et al. Nature Med 2011
Kessner et al., Jama, 2013
CCK
SYSTEM
Nocebo
HYPERALGESIA
Block by anti-CCK 
drugs (e.g. proglumide)
Placebo
OPIOID 
SYSTEM
Opp"
pdf_page,MODULE 4_1_Neuro_mech-1#page=11,M4-Q18,0.266,"Placebo effect and PAIN
• Behavioral Studies
• Pharmacological studies
• Neuroimaging studies
- PET-fMRI
-EEG"
pdf_page,MODULE 4_1_Neuro_mech-1#page=12,M1-Q20,0.197,"Wager et al. 2004 Science 303: 1162-1167.
Zubieta et al. 2005 J. Neurosci. 25: 7754 –7762.Watson et al. 2009 Pain 145: 24-30.
DLPFC
Petrovic et al. 2002 Science 295: 1737-1740.
ACC
Opioid-induced analgesia and placebo analgesia activate the same 
brain areas
PET  AND  fMRI STUDIES
Increased activity"
pdf_page,MODULE 4_1_Neuro_mech-1#page=13,M4-Q22,0.177,"Role of DLPFC in 
Placebo Analgesia 
Key Points:
• Maintains the “placebo effect”: helps sustain the expectation of 
analgesia.
• Reduces pain perception: even when the actual pain intensity is the 
same as baseline.
• Consolidates priors: triggers endogenous analgesic mechanisms 
based on prior dru"
pdf_page,MODULE 4_1_Neuro_mech-1#page=14,M1-Q20,0.259,"Amanzio, Benedetti et al (2011) Hum Brain Mapp
Placebo - Expectation Pain perception (pain matrix)
Activation
Inhibition
DLPFC
rACC
(Rostral Cingulate 
Anterior Cortex)
PAG
(Periaqueductal 
Gray)
Putamen
Insula
Caudate
Thalamus
pCC
(Posterior cingulate 
Cortex)"
pdf_page,MODULE 4_1_Neuro_mech-1#page=15,M4-Q22,0.276,"Krummenacher et al. 2010 Pain 148: 368-374
If the prefrontal area (DLPFC) is inactivated, 
placebo effect is abolished
Analgesia 
expectation
Analgesia 
expectation"
pdf_page,MODULE 4_1_Neuro_mech-1#page=16,M1-Q17,0.229,"Stein et al (2012) Pain 153: 2210-2217
The matter integrity
by fractional anisotropy
in normal subjects
Lower frontal integrity corresponds to a lower 
placebo response"
pdf_page,MODULE 4_1_Neuro_mech-1#page=17,M1-Q12,0.160,"All participants received remifentanil, at a fixed dose. 
The study aimed to test how expectations modulate the effect of a real drug: 
1. No expectancy: patients received remifentanil without knowing its effect
2. Positive expectancy: participants received remifentanil and, therefore they 
expected"
pdf_page,MODULE 4_1_Neuro_mech-1#page=18,M1-Q20,0.197,"Bingel et al. 2011 Science Trans Med, 3: 70ra14
Gollub  and Kong, 2011 Science Trans Med Com
OPEN ADMINISTRATION: 
• Expecting pain relief enhances 
opioid analgesia 
• Brain activity increases in: 
• Dorsolateral prefrontal 
cortex (DLPFC) 
• ACC (anterior cingulate cortex) 
• Striatum (Caudate, pu"
pdf_page,MODULE 4_1_Neuro_mech-1#page=19,M4-Q18,0.266,"Placebo effect and PAIN
• Behavioral Studies
• Pharmacological studies
• Neuroimaging studies
- PET-fMRI
- EEG"
pdf_page,MODULE 4_1_Neuro_mech-1#page=20,M4-Q07,0.185,"Placebo and Event Related Potentials 
(ERPs)
• STUDY 1: LEP
(Laser-Evoked 
Potentials)
• STUDY 2: CNV
(Contingent Negative 
Variation)
EEG
early nociceptive 
processes
anticipation phase 
during pain-task
"
pdf_page,MODULE 4_1_Neuro_mech-1#page=21,M1-Q20,0.186,"Colloca et al. Pain 139 (2009) 306-314
Wager et al. Brain, Behav Imm 20 (2006) 219-230
Watson et al Pain 126 (2006) 115-122
DECREASE IN N2-P2 
complex during placebo 
analgesia
The N2–P2 complex is a component of laser-
evoked potentials (LEPs) that reflects cortical 
processing of painful stimuli, "
pdf_page,MODULE 4_1_Neuro_mech-1#page=22,M1-Q20,0.185,"?
?
ACQUISITION
+
̶
EVALUATION
LESS PAIN
MORE PAIN
< INTENSITY
> INTENSITY +
̶
= INTENSITY
COND + NO VER 
groupCOND + VER group
Carlino et al., EJP, 2015
CONDITIONED ANALGESIA AND THE ROLE OF VERBAL 
INFORMATION
Two conditioning blocks: one cue 
paired with increased pain and the 
other with decreas"
pdf_page,MODULE 4_1_Neuro_mech-1#page=23,M1-Q20,0.162,"*
+ or −
Fixation (4000ms)
Cue(700ms)
Mask →FIRE (300ms)
Rating(6000ms)
Rating
C 1
+
P=0.006
6
5
4
3
2
1
0
C 2
+
T
+
C 1
−
C 2
−
T
−
Cond 1
Cond 2
Test
Expectation CONDITIONING
CONSCIOUS UNCONSCIOUS 
Carlino E, EJP, 2015
8
 
  4
  0
- 4
- 8
N2-P2 (µV)
Time(s)
0        0.2        0.4         0.6   
E"
pdf_page,MODULE 4_1_Neuro_mech-1#page=24,M1-Q20,0.160,"*
+ or −
Fixation (4000ms)
Cue(700 ms)
Mask →FIRE (300ms)
Rating(6000ms)
Rating
NO EFFECT
P = 0.7
C 1
+
6
5
4
3
2
1
0
C 2
+
T
+
C 1
−
C 2
−
T
−
Expectation CONDITIONING
CONSCIOUS UNCONSCIOUS 
?
C 1
C 2
Test
Carlino E, EJP , 2015
8
 
  4
  0
- 4
- 8
N2-P2 (µV)
Time(s)
0        0.2        0.4         "
pdf_page,MODULE 4_1_Neuro_mech-1#page=25,M4-Q22,0.142,"Another study investigates how expectations modulate pain, underlying placebo 
hypoalgesia and nocebo hyperalgesia. 
It is novel in using the Contingent Negative Variation (CNV), an electrophysiological 
marker of cognitive anticipation and motor preparation, to separate sensory and 
motor component"
pdf_page,MODULE 4_1_Neuro_mech-1#page=26,M4-Q22,0.178,"Reaction time recording
Electrical 
shocks
EEG recording
Cue’s 
presentation
ACQUISITION
EVOCATION
COND group
warning
imperative
Piedimonte et al., 2017
Green cue → expected pain reduction (placebo) 
Red cue → expected pain increase (nocebo) 
Measures: 
• RT: reaction time to stop the stimulus 
(if "
pdf_page,MODULE 4_1_Neuro_mech-1#page=27,M4-Q22,0.115,"Se rosso mi aspetto ‘preparazione’ maggiore per stoppare lo stimolo (onda più gonfia)
Se stimoli rosso e verde stessa intensità → se ti ho condizionato dopo il rosso ti prepari a schivare 
come fosse intenso come prima. 
A livello comportamentale i rossi sono più alti dei verdi, invece i tempi di re"
pdf_page,MODULE 4_1_Neuro_mech-1#page=28,M1-Q17,0.179,"Finniss et al. Lancet 2010;375:686-95
Pain
Motor performance
Parkinson's disease
Alzheimer's disease
Cardiovascular system
Respiratory system
Gastrointestinal System 
Immune system
Endocrine system
Depression
Anxiety
PLACEBO
Under what conditions does it work?
?"
pdf_page,MODULE 4_1_Neuro_mech-1#page=29,M4-Q18,0.304,"MOTOR 
SYSTEM
Placebo effect
(caffeine drink)
Nocebo effect
(sham stimulation)
"
pdf_page,MODULE 4_1_Neuro_mech-1#page=30,M4-Q16,0.148,"PROTOCOL 1:
Expectation 
alone
SESSION 1
Baseline
SESSION 2
Evaluation
PROTOCOL 2:
Expectation + 
conditioning
SESSION 1
Baseline
SESSION 4
Evaluation
SESSION 2 and SESSION 3
Conditioning + Expectation
load to lift
Subjects performed different leg extension 
sessions, to exhaustion, in different day"
pdf_page,MODULE 4_1_Neuro_mech-1#page=31,M4-Q22,0.165,"0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
1 2
Work (kJ)
sessions
control
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
1 2
Work (kJ)
sessions
placebo
A
B
p = 0.029
6
8
10
12
14
16
18
20
0 3 6 9 12 15
RPE
extensions
session 1
session 2
6
8
10
12
14
16
18
20
0 3 6 9 12 15
RPE
extensions
session 1
session 2
More work done and"
pdf_page,MODULE 4_1_Neuro_mech-1#page=32,M4-Q22,0.152,"0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
1 2 3 4
Work (kJ)
sessions
control
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
1 2 3 4
Work (kJ)
sessions
placebo
p = 0.011
6
8
10
12
14
16
18
20
0 3 6 9 12 15
RPE
extensions
session 1 (baseline)
session 2 (conditioning)
session 3 (conditioning)
session 4 (placebo)
6
8
10
12
14
1"
pdf_page,MODULE 4_1_Neuro_mech-1#page=33,M4-Q22,0.218,"Expectation protocol → patients showed partial 
improvements: they could do more repetitions, but their fatigue 
level did not change.
Conditioning protocol → there was a clear improvement by 
session 4 (final phase), both in subjective (RPE) and 
objective (rep) measures
CONCLUSION
• The placebo ef"
pdf_page,MODULE 4_1_Neuro_mech-1#page=34,M1-Q20,0.162,"1
2
3
4
5
6
7
8
9
S-1 S-2
Work (Kj)
Sessions
Control
1
2
3
4
5
6
7
8
9
S-1 S-2
Work (Kj)
Sessions
Nocebo
6
8
10
12
14
16
18
20
0 3 6 9 12 15 18 21
RPE
Extentions
Control
Baseline
Evaluation
6
8
10
12
14
16
18
20
0 3 6 9 12 15 18 21
RPE
Extentions
Nocebo
Baseline
Evaluation
Pollo et al., 2010
Improve"
pdf_page,MODULE 4_1_Neuro_mech-1#page=35,M1-Q20,0.147,"0
2
4
6
8
1 2 3 4
Work (KJ)
Sessions
Control
0
2
4
6
8
1 2 3 4
Work (KJ)
Sessions
Nocebo
6
8
10
12
14
16
18
20
0 3 6 9 12 15
RPE
Extensions
Control
Baseline
Conditioning + Expectation 1
Conditioning + Expectation 2
Evaluation
6
8
10
12
14
16
18
20
0 3 6 9 12
RPE
Extensions
Nocebo
Baseline
Conditioni"
pdf_page,MODULE 4_1_Neuro_mech-1#page=36,M1-Q12,0.224,"CONCLUSIONS
• The nocebo effect acts on the motor system in 
""physiological"" conditions.
• Expectation alone produces a worsening of 
performance even without preconditioning"
pdf_page,MODULE 4_1_Neuro_mech-1#page=37,M4-Q22,0.169,"First series
(10-min, 60 movements)  
Second series
(10-min, 60 movements)  
Third series
(10-min, 60 movements)  
CONTROL GROUP
PLACEBO  GROUP
A)
B)
administration         → expected effect →“in ten minutes it will 
be effective”
grip handleload
First series
(10-min, 60 movements)  
Second series
("
pdf_page,MODULE 4_1_Neuro_mech-1#page=38,M4-Q18,0.179,"0,00
2,00
4,00
6,00
8,00
10,00
CONTROL GROUP                                PLACEBO GROUP              
***
FIRST               SECOND               THIRD                         FIRST                SECOND              THIRD
SERIES               SERIES SERIES SERIES SERIES SERIES
expected effect
**"
pdf_page,MODULE 4_1_Neuro_mech-1#page=39,M1-Q20,0.122,"C3 Cz C4 
CONTROL  GROUPPLACEBO  GROUP
A)
B)
FIG. 3 AREA (uVs) Amp  (uV)
**
***
**
***
**
**
 **
***
**
First series Second series Third series
-2000    -1500   - 1000   -500         0 
Time windows (ms)
4
3
2
1
0
- 12
- 6
0
-2000    -1500   - 1000   -500        0 
Time windows (ms)
4
3
2
1
0
- 12
-"
pdf_page,MODULE 4_1_Neuro_mech-1#page=40,M1-Q20,0.142,"Conclusions
Inhibitory systemFacilitatory system
•Motor cortex
•Orbitofrontal cortex
•Prefrontal cortex
•Anterior Cingulate cortex
•Limbic system
•Thalamus
•Basal ganglia
•Motor cortex
•Anterior Cingulate cortex
•Medial and posterior insular 
cortex
•Secondary somatosensory cortex
•Thalamus
•Spinal "
pdf_page,MODULE 4_1_Neuro_mech-1#page=41,M1-Q17,0.179,"Finniss et al. Lancet 2010;375:686-95
Pain
Motor performance
Parkinson's disease
Alzheimer's disease
Cardiovascular system
Respiratory system
Gastrointestinal System 
Immune system
Endocrine system
Depression
Anxiety
PLACEBO
Under what conditions does it work?
?"
pdf_page,MODULE 4_1_Neuro_mech-1#page=42,M1-Q20,0.156,"Goebel et al. (2002) FASEB J. 16: 1869-1873.
ACQUISITION EVOCATION
IMMUNOSUPPRESSION
• Participants received a novel-
tasting beverage paired with the 
immunosuppressive drug 
Cyclosporine A.
• Cyclosporine A normally reduces 
interleukins and interferon-gamma 
levels.
• After administration, in the"
pdf_page,MODULE 4_1_Neuro_mech-1#page=43,M4-Q09,0.205,"Goebel et al. (2002) FASEB J. 16: 1869-1873.
Strawberry 
milk
Cyclosporin A
(immunosuppressant:
reduction of interleukin-2 and interferon)
Placebo
Strawberry 
milk
CONDITIONED GROUP
ACQUISITION EVOCATION
Control group
Conditioned group
Drug group
IMMUNOSUPPRESSION"
pdf_page,MODULE 4_1_Neuro_mech-1#page=44,M4-Q09,0.169,"Water group (water + placebo):
- decreased the subjective symptoms
- attenuated the effects of the skin prick 
test for histamine
Placebo group (novel-tasting drink + 
placebo):
- decreased the subjective symptoms
- attenuated the effects of the skin prick 
test for histamine
- Reduced basophil acti"
pdf_page,MODULE 4_1_Neuro_mech-1#page=45,M4-Q18,0.258,"HORMONAL CHANGES
• Plasma GH 
concentration
• Expectancy does not 
vary GH 
concentration
• Placebo mimics the 
effect of 
sumatriptan (> GH)
Benedetti et al., 2003"
pdf_page,MODULE 4_1_Neuro_mech-1#page=46,M4-Q18,0.254,"HORMONAL CHANGES
• Plasma cortisol 
concentration
• Expectancy does not 
vary cortisol 
concentration
• Placebo mimics the 
effect of sumatriptan 
(< cortisol)
Benedetti et al., 2003
"
pdf_page,MODULE 4_1_Neuro_mech-1#page=47,M1-Q17,0.179,"Finniss et al. Lancet 2010;375:686-95
Pain
Motor performance
Parkinson's disease
Alzheimer's disease
Cardiovascular system
Respiratory system
Gastrointestinal System 
Immune system
Endocrine system
Depression
Anxiety
PLACEBO
Under what conditions does it work?
?"
pdf_page,MODULE 4_1_Neuro_mech-1#page=48,M1-Q17,0.162,"Parkinson’s Disease (PD)
Bradykinesia
Tremor at 
rest
Rigidity
Postural instability
Freezing
Symptoms due to dopaminergic 
impairment at the level of the 
substance nigra and striatum 
(putamen and caudate):
- From initial nigrostriatal 
degeneration
- Possible degeneration of 
several dopaminergic "
pdf_page,MODULE 4_1_Neuro_mech-1#page=49,M4-Q22,0.126,"PD Treatments
• Drug treatment: L-Dopa
Levodopa, a dopamine precursor, is converted into dopamine by the enzyme dopa-
decarboxylase in dopaminergic neurons. The main problem is that only a small 
fraction (~5–10%) actually reaches the target neurons in the brain that control motor 
symptoms. The res"
pdf_page,MODULE 4_1_Neuro_mech-1#page=50,M4-Q16,0.306,"Placebo effect and PD
• Clinical trials
• Behavioral Studies
• Neuroimaging studies
– PET
– Single neuron recordings
– EEG"
pdf_page,MODULE 4_1_Neuro_mech-1#page=51,M4-Q22,0.190,"Improvements in RCTs
• Improvement in parkinsonian 
symptoms in the placebo 
group in several clinical trials 
(pharmacological and 
surgigical)
Goetz et al., (2002, 2008)
• Pharmacological: placebo vs 
sarizotan comparison 
(serotonergic action) on 
dyskinesias (involuntary 
movements)
• Surgical: "
pdf_page,MODULE 4_1_Neuro_mech-1#page=52,M1-Q12,0.241,"• Surgical trial (McRae et al., 2004):
• No difference between real intervention and placebo 
(""effectiveness of transplantation of human embryonic 
dopamine neurons"")
• Difference based on patient perception:
– Patients who thought they had undergone the real surgery had 
a benefit up to 12 months "
pdf_page,MODULE 4_1_Neuro_mech-1#page=53,M4-Q16,0.190,"• In certain clinical trials, such as those testing surgical 
treatments like embryonic dopaminergic neuron 
transplants, the observed improvement often came from 
the patient’s belief that they were in the treatment group, 
rather than the treatment itself. 
• There was no real difference between t"
pdf_page,MODULE 4_1_Neuro_mech-1#page=54,M4-Q22,0.203,"Improvement in behavioral studies
• The expectation of clinical improvement plays a crucial role
• Typical experimental situation: placebo is administered 
giving the patient positive expectations of improvement
• Bradykinesia is the symptom more sensitive to positive 
expectations, compared to trem"
pdf_page,MODULE 4_1_Neuro_mech-1#page=55,M4-Q09,0.157,"Patients were divided into two 
verbal suggestion groups:
• “Bad” condition: told they 
would perform poorly
• “Good” condition: told they 
would perform well
They were also told that DBS 
would not affect their 
performance. 
Results showed that verbal 
instructions alone could worsen 
or improve m"
pdf_page,MODULE 4_1_Neuro_mech-1#page=56,M4-Q09,0.224,"Pollo et al., 2002; Benedetti et al., 2003
Improvement in behavioral studies"
pdf_page,MODULE 4_1_Neuro_mech-1#page=57,M1-Q20,0.186,"Improvement in PET studies
• First PET study using raclopride
• Raclopride: radiotracer that binds to D2 
and D3, competing with endogenous 
dopamine
• PD patients: knew they could receive 
placebo or apomorphine
De la Fuente-Fernandez et al.  Science  2001"
pdf_page,MODULE 4_1_Neuro_mech-1#page=58,M1-Q17,0.184,"De la Fuente-Fernandez et al.  Science  2001
200% increase in
dopamine =
One dose of
amphetamine
Release of 
endogenous 
dopamine at the 
level of the striatum 
in PD.
Improvement in PET studies
Raclopride binding decreased because endogenous 
dopamine increased, showing that placebo induced 
dopami"
pdf_page,MODULE 4_1_Neuro_mech-1#page=59,M4-Q16,0.208,"• All patients showed a dopamine release BUT 
only half also reported clinical improvement
• These patients (clinically improved): 
increased release of dopamine at the level of 
the dorsal striatum.
De la Fuente-Fernandez et al.  Science  2001
Improvement in PET studies"
pdf_page,MODULE 4_1_Neuro_mech-1#page=60,M1-Q20,0.209,"Improvement in PET studies
• Clinical improvement associated with →
dorsal striatum (caudate and putamen)
• Expectation of beneficial associated with→
ventral striatum (accumbens)"
pdf_page,MODULE 4_1_Neuro_mech-1#page=61,M1-Q20,0.215,"• Double-blind study
• During DBS surgery
• Placebo administered in the operating room 
after several days of preconditioning with 
apomorphine
Improvements in single-neuron 
studies
Benedetti,   Nature Neurosci  2004
"
pdf_page,MODULE 4_1_Neuro_mech-1#page=62,M4-Q22,0.193,"Basal Recording
of the subthalamic nucleus
Experimental registration
of the subthalamic nucleus
placebo
Improvements in single-neuron 
studies
PLACEBO EFFECT
• Reduction of wrist rigidity between pre- and post-treatment
• Increase in the firing rate of the thalamus (in the inhibitory circuit 
of the"
pdf_page,MODULE 4_1_Neuro_mech-1#page=63,M1-Q20,0.229,"• Extension of previous study
• During DBS surgery
• Analysis of thalamic nuclei (VA, anterior 
ventral and anterior ventral lateral VLA) and 
substance nigra
Improvements in single-neuron 
studies
Benedetti,   J Physiol  2009
"
pdf_page,MODULE 4_1_Neuro_mech-1#page=64,M1-Q20,0.207,"Placebo responder: reduction of 
firing rate in the STN associated with 
reduction in the substance nigra and 
increase in the thalamic nuclei
Placebo non-responder
+ +
- -
+ +
increasedecrease
pre –post 
pre
Neuronal firing rate (Hz)
STN
SNr
Th
STN"
pdf_page,MODULE 4_1_Neuro_mech-1#page=65,M4-Q09,0.219,"• N = 42 PD patients (DBS)
• 6 experimental groups
• OUTCOMES:
– Single Neuron Recording (Thalamus)
– Wrist rigidity
Benedetti et al., J Physiol, 2016
Improvements in single-neuron 
studies"
pdf_page,MODULE 4_1_Neuro_mech-1#page=66,M1-Q20,0.129,"This study showed that thalamic activity changes
observed during surgery persisted into the next day and 
depended on how many apomorphine preconditioning 
sessions patients had received.
•Control group: no intervention or placebo → no changes in thalamic 
activity or rigidity.
•Placebo 0: only expe"
